Adjustment Amount,Adjustment Reason,Adjustment Type,Adjustment Value Source,Adjustment Value Type,Band Size,Charge Types,Condition,Currency ISO Code,Dimension 1 List Value,Dimension 1 Value,Dimension 2 List Value,Dimension 2 Value,Dimension 3 List Value,Dimension 3 Value,Dimension 4 List Value,Dimension 4 Value,Dimension 5 List Value,Dimension 5 Value,Dimension 6 List Value,Dimension 6 Value,End Factor,Inclusion Method,Loyalty Level,Match In Asset,Max Products,Max Quantity,Min Products,Min Quantity,Price Override,Product Category,Product Families,Product Family,Product Groups,Products,Quantity,Sequence,Start Factor,Term,Term Period Start,Apttus_Config2__PriceRuleId__r.Rule Name,Apttus_Config2__MatchProductGroupId__r.Group Name,Apttus_Config2__ProductGroupId__r.Group Name
"10.0","","% Discount","","Constant","","","","CHF","","","","","","","","","","","","","","","","false","","","","","","","","","","","","1.0","","","","Benefit - 1","",""
