APTS Ext ID,Currency ISO Code,Description,Dimension 1 Value Type,Dimension 2 Value Type,Dimension 3 Value Type,Dimension 4 Value Type,Dimension 5 Value Type,Dimension 6 Value Type,Enable Date Range,Enable Usage Indexing,Export Price List Item Name,Export Price List Name,Initial Rows,Is Cumulative Range (Deprecated),Matrix Id,Matrix Type,Number Of Entries,Sequence,Stop Processing More Matrices,Apttus_Config2__PriceListItemId__r.APTS Migration Ext ID,Apttus_Config2__PriceListItemId__r.Item Id,Apttus_Config2__Dimension1Id__r.Dimension Name,Apttus_Config2__Dimension2Id__r.Dimension Name,Apttus_Config2__Dimension3Id__r.Dimension Name,Apttus_Config2__Dimension4Id__r.Dimension Name,Apttus_Config2__Dimension5Id__r.Dimension Name,Apttus_Config2__Dimension6Id__r.Dimension Name
503,CHF,,Discrete,,,,,,FALSE,FALSE,Year Extended - Diploma in Business & Management - June,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000320,Dimension,0,1,FALSE,4169,PI-0000006252,Destination Code,,,,,
504,CHF,,Discrete,,,,,,FALSE,FALSE,Extra Extended Year - Diploma in Business & Management - April,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000321,Dimension,0,1,FALSE,4170,PI-0000006253,Destination Code,,,,,
505,CHF,,Discrete,,,,,,FALSE,FALSE,Exam Course,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000322,Dimension,0,1,FALSE,4196,PI-0000007884,Destination Code,,,,,
506,CHF,,Discrete,,,,,,FALSE,FALSE,General Course,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000323,Dimension,42,1,FALSE,4175,PI-0000006320,Destination Code,,,,,
507,CHF,,Discrete,,,,,,FALSE,FALSE,Intensive Course,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000324,Dimension,42,1,FALSE,5229,PI-0000006392,Destination Code,,,,,
508,CHF,,Discrete,,,,,,FALSE,FALSE,Year Extended - Pre Master - January,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000325,Dimension,6,1,FALSE,4153,PI-0000006157,Destination Code,,,,,
509,CHF,,Discrete,,,,,,FALSE,FALSE,Extra Extended Year - Pre Master BA - April,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000326,Dimension,6,1,FALSE,4150,PI-0000006154,Destination Code,,,,,
510,CHF,,Discrete,,,,,,FALSE,FALSE,Extra Extended Year - Pre MBA - June,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000327,Dimension,3,1,FALSE,4151,PI-0000006155,Destination Code,,,,,
511,CHF,,Discrete,,,,,,FALSE,FALSE,Extra Extended Year - Pre Master BA - September,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000328,Dimension,6,1,FALSE,4152,PI-0000006156,Destination Code,,,,,
512,CHF,,Discrete,,,,,,FALSE,FALSE,Semester - ACDP - January,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000329,Dimension,3,1,FALSE,4172,PI-0000006256,Destination Code,,,,,
513,CHF,,Discrete,,,,,,FALSE,FALSE,Semester - Exam - January,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000330,Dimension,42,1,FALSE,4173,PI-0000006257,Destination Code,,,,,
514,CHF,,Discrete,,,,,,FALSE,FALSE,Semester - General - January,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000331,Dimension,39,1,FALSE,5224,PI-0000006258,Destination Code,,,,,
515,CHF,,Discrete,,,,,,FALSE,FALSE,Semester - Intensive - January,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000332,Dimension,42,1,FALSE,5225,PI-0000006259,Destination Code,,,,,
516,CHF,,Discrete,,,,,,FALSE,FALSE,Semester - AD Media & Art - January,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000333,Dimension,4,1,FALSE,4174,PI-0000006260,Destination Code,,,,,
517,CHF,,Discrete,,,,,,FALSE,FALSE,Travel Insurance Private Extension,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000334,Dimension,47,1,FALSE,4384,PI-0000006954,Destination Code,,,,,
518,CHF,,Cumulative Range,,,,,,FALSE,FALSE,Course Literature English,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000336,Dimension,3,1,FALSE,5226,PI-0000006317,Quantity,,,,,
519,CHF,,Cumulative Range,,,,,,FALSE,FALSE,Course Literature Non-English,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000337,Dimension,3,1,FALSE,5227,PI-0000006318,Quantity,,,,,
520,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Travel Insurance Coverage,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000338,Dimension,84,1,FALSE,5239,PI-0000006952,Quantity,Destination Code,,,,
521,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LAX Airport to School to LAX Airport,ILS CN 2017 V3,5,FALSE,PM-0000000339,Dimension,2,1,FALSE,4026,PI-0000004249,Destination Code,,,,,
522,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LAX Airport,ILS CN 2017 V3,5,FALSE,PM-0000000340,Dimension,2,1,FALSE,4028,PI-0000004260,Destination Code,,,,,
523,CHF,,Discrete,,,,,,FALSE,FALSE,Supervised Transfer Supplement - Minor,ILS CN 2017 V3,5,FALSE,PM-0000000341,Dimension,10,1,FALSE,4025,PI-0000004236,Destination Code,,,,,
524,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LAX Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000342,Dimension,2,1,FALSE,4007,PI-0000003361,Destination Code,,,,,
525,CHF,,Discrete,,,,,,FALSE,FALSE,Visa,ILS CN 2017 V3,5,FALSE,PM-0000000343,Dimension,4,1,FALSE,4024,PI-0000004053,Destination Code,,,,,
526,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation,ILS CN 2017 V3,5,FALSE,PM-0000000344,Dimension,19,1,FALSE,4127,PI-0000005833,Destination Code,,,,,
527,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to Airport,ILS CN 2017 V3,5,FALSE,PM-0000000345,Dimension,8,1,FALSE,4029,PI-0000004387,Destination Code,,,,,
528,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LCY Airport,ILS CN 2017 V3,5,FALSE,PM-0000000346,Dimension,4,1,FALSE,4047,PI-0000004431,Destination Code,,,,,
529,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LGW Airport,ILS CN 2017 V3,5,FALSE,PM-0000000347,Dimension,4,1,FALSE,4036,PI-0000004403,Destination Code,,,,,
530,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LHR Airport,ILS CN 2017 V3,5,FALSE,PM-0000000348,Dimension,4,1,FALSE,4033,PI-0000004397,Destination Code,,,,,
531,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LTN Airport,ILS CN 2017 V3,5,FALSE,PM-0000000349,Dimension,4,1,FALSE,4042,PI-0000004425,Destination Code,,,,,
532,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to St Pancras,ILS CN 2017 V3,5,FALSE,PM-0000000350,Dimension,4,1,FALSE,4044,PI-0000004427,Destination Code,,,,,
533,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to STN Airport,ILS CN 2017 V3,5,FALSE,PM-0000000351,Dimension,4,1,FALSE,4039,PI-0000004422,Destination Code,,,,,
534,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000352,Dimension,8,1,FALSE,4030,PI-0000004388,Destination Code,,,,,
535,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LCY Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000353,Dimension,4,1,FALSE,4286,PI-0000004430,Destination Code,,,,,
536,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LGW Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000354,Dimension,4,1,FALSE,4035,PI-0000004402,Destination Code,,,,,
537,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LHR Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000355,Dimension,4,1,FALSE,4032,PI-0000004396,Destination Code,,,,,
538,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LTN Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000356,Dimension,4,1,FALSE,4041,PI-0000004424,Destination Code,,,,,
539,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - St Pancras to School,ILS CN 2017 V3,5,FALSE,PM-0000000357,Dimension,4,1,FALSE,4045,PI-0000004428,Destination Code,,,,,
540,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - STN Airport to School,ILS CN 2017 V3,5,FALSE,PM-0000000358,Dimension,4,1,FALSE,4038,PI-0000004421,Destination Code,,,,,
541,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - Airport to School to Airport,ILS CN 2017 V3,5,FALSE,PM-0000000359,Dimension,9,1,FALSE,4031,PI-0000004389,Destination Code,,,,,
542,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LCY Airport to School to LCY Airport,ILS CN 2017 V3,5,FALSE,PM-0000000360,Dimension,4,1,FALSE,4048,PI-0000004432,Destination Code,,,,,
543,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LGW Airport to School to LGW Airport,ILS CN 2017 V3,5,FALSE,PM-0000000361,Dimension,4,1,FALSE,4037,PI-0000004404,Destination Code,,,,,
544,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LHR Airport to School to LHR Airport,ILS CN 2017 V3,5,FALSE,PM-0000000362,Dimension,4,1,FALSE,4034,PI-0000004398,Destination Code,,,,,
545,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LTN Airport to School to LTN Airport,ILS CN 2017 V3,5,FALSE,PM-0000000363,Dimension,4,1,FALSE,4043,PI-0000004426,Destination Code,,,,,
546,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - St Pancras to School to St Pancras,ILS CN 2017 V3,5,FALSE,PM-0000000364,Dimension,4,1,FALSE,4046,PI-0000004429,Destination Code,,,,,
547,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - STN Airport to School to STN Airport,ILS CN 2017 V3,5,FALSE,PM-0000000365,Dimension,4,1,FALSE,4040,PI-0000004423,Destination Code,,,,,
548,CHF,,Discrete,,,,,,FALSE,FALSE,Travel Insurance Private Extension,ILS CN 2017 V3,5,FALSE,PM-0000000366,Dimension,20,1,FALSE,4119,PI-0000005764,Destination Code,,,,,
549,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Experience Plus,ILS CN 2017 V3,5,FALSE,PM-0000000367,Dimension,18,1,FALSE,4050,PI-0000004520,Destination Code,,,,,
550,CHF,,Discrete,,,,,,FALSE,FALSE,Weekly Summer Supplement,ILS CN 2017 V3,5,FALSE,PM-0000000368,Dimension,19,1,FALSE,4096,PI-0000005613,Destination Code,,,,,
551,CHF,,Discrete,,,,,,FALSE,FALSE,Activity Voucher - One Unit,ILS CN 2017 V3,5,FALSE,PM-0000000369,Dimension,19,1,FALSE,5207,PI-0000004495,Destination Code,,,,,
552,CHF,,Discrete,,,,,,FALSE,FALSE,Australia Overseas Health Cover,ILS CN 2017 V3,5,FALSE,PM-0000000370,Dimension,1,1,FALSE,4120,PI-0000005766,Destination Code,,,,,
553,CHF,,Discrete,,,,,,FALSE,FALSE,Bus Pass,ILS CN 2017 V3,5,FALSE,PM-0000000371,Dimension,3,1,FALSE,4104,PI-0000005639,Destination Code,,,,,
554,CHF,,Discrete,,,,,,FALSE,FALSE,Dinner Supplement,ILS CN 2017 V3,5,FALSE,PM-0000000372,Dimension,3,1,FALSE,4106,PI-0000005644,Destination Code,,,,,
555,CHF,,Discrete,,,,,,FALSE,FALSE,Full Board,ILS CN 2017 V3,5,FALSE,PM-0000000373,Dimension,6,1,FALSE,4110,PI-0000005648,Destination Code,,,,,
556,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board,ILS CN 2017 V3,5,FALSE,PM-0000000374,Dimension,5,1,FALSE,4111,PI-0000005649,Destination Code,,,,,
557,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board Supplement 7 Days,ILS CN 2017 V3,5,FALSE,PM-0000000375,Dimension,2,1,FALSE,4109,PI-0000005647,Destination Code,,,,,
558,CHF,,Discrete,,,,,,FALSE,FALSE,Homeshare Twin,ILS CN 2017 V3,5,FALSE,PM-0000000376,Dimension,2,1,FALSE,4122,PI-0000005789,Destination Code,,,,,
559,CHF,,Discrete,,,,,,FALSE,FALSE,Host Family Single,ILS CN 2017 V3,5,FALSE,PM-0000000377,Dimension,19,1,FALSE,4121,PI-0000005767,Destination Code,,,,,
560,CHF,,Discrete,,,,,,FALSE,FALSE,Leader Course,ILS CN 2017 V3,5,FALSE,PM-0000000378,Dimension,19,1,FALSE,4103,PI-0000005622,Destination Code,,,,,
561,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement,ILS CN 2017 V3,5,FALSE,PM-0000000379,Dimension,13,1,FALSE,4105,PI-0000005640,Destination Code,,,,,
562,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 5 Days,ILS CN 2017 V3,5,FALSE,PM-0000000380,Dimension,4,1,FALSE,4108,PI-0000005646,Destination Code,,,,,
563,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 7 Days,ILS CN 2017 V3,5,FALSE,PM-0000000381,Dimension,4,1,FALSE,4107,PI-0000005645,Destination Code,,,,,
564,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Travel Insurance Coverage,ILS CN 2017 V3,5,FALSE,PM-0000000382,Dimension,38,1,FALSE,4118,PI-0000005763,Quantity,Destination Code,,,,
565,CHF,,Range,,,,,,FALSE,FALSE,Course Literature English,ILS CN 2017 V3,5,FALSE,PM-0000000383,Dimension,6,1,FALSE,5202,PI-0000003352,Quantity,,,,,
566,CHF,,Range,,,,,,FALSE,FALSE,Course Literature Non-English,ILS CN 2017 V3,5,FALSE,PM-0000000384,Dimension,4,1,FALSE,4004,PI-0000003353,Quantity,,,,,
567,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Basic Course,ILS CN 2017 V3,5,FALSE,PM-0000000385,Dimension,36,1,FALSE,5213,PI-0000005614,Quantity,Destination Code,,,,
568,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Business Language Course,ILS CN 2017 V3,5,FALSE,PM-0000000386,Dimension,36,1,FALSE,4097,PI-0000005615,Quantity,Destination Code,,,,
569,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Exam Course,ILS CN 2017 V3,5,FALSE,PM-0000000387,Dimension,38,1,FALSE,4099,PI-0000005618,Quantity,Destination Code,,,,
570,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,General Course,ILS CN 2017 V3,5,FALSE,PM-0000000388,Dimension,38,1,FALSE,4098,PI-0000005616,Quantity,Destination Code,,,,
571,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Intensive Course,ILS CN 2017 V3,5,FALSE,PM-0000000389,Dimension,38,1,FALSE,5214,PI-0000005617,Quantity,Destination Code,,,,
572,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Junior Course,ILS CN 2017 V3,5,FALSE,PM-0000000390,Dimension,22,1,FALSE,4101,PI-0000005620,Quantity,Destination Code,,,,
573,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Junior Intensive Course,ILS CN 2017 V3,5,FALSE,PM-0000000391,Dimension,20,1,FALSE,4102,PI-0000005621,Quantity,Destination Code,,,,
574,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Language Experience,ILS CN 2017 V3,5,FALSE,PM-0000000392,Dimension,38,1,FALSE,4100,PI-0000005619,Quantity,Destination Code,,,,
575,CHF,,Range,,,,,,FALSE,FALSE,Enrollment Fee,ILS CN 2017 V3,5,FALSE,PM-0000000393,Dimension,2,1,FALSE,4003,PI-0000003351,Total Course Weeks,,,,,
576,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LAX Airport to School to LAX Airport,ILS FR 2017 V3,5,FALSE,PM-0000000394,Dimension,2,1,FALSE,4403,PI-0000003650,Destination Code,,,,,
577,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LAX Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000395,Dimension,2,1,FALSE,4006,PI-0000003360,Destination Code,,,,,
578,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LAX Airport,ILS FR 2017 V3,5,FALSE,PM-0000000396,Dimension,2,1,FALSE,4027,PI-0000004250,Destination Code,,,,,
579,CHF,,Discrete,,,,,,FALSE,FALSE,Supervised Transfer Supplement - Minor,ILS FR 2017 V3,5,FALSE,PM-0000000397,Dimension,11,1,FALSE,4023,PI-0000003551,Destination Code,,,,,
580,CHF,,Discrete,,,,,,FALSE,FALSE,Activity Voucher - One Unit,ILS FR 2017 V3,5,FALSE,PM-0000000398,Dimension,19,1,FALSE,5209,PI-0000004720,Destination Code,,,,,
581,CHF,,Discrete,,,,,,FALSE,FALSE,Australia Overseas Health Cover,ILS FR 2017 V3,5,FALSE,PM-0000000399,Dimension,1,1,FALSE,4337,PI-0000005627,Destination Code,,,,,
582,CHF,,Discrete,,,,,,FALSE,FALSE,Bus Pass,ILS FR 2017 V3,5,FALSE,PM-0000000400,Dimension,2,1,FALSE,4433,PI-0000005743,Destination Code,,,,,
583,CHF,,Discrete,,,,,,FALSE,FALSE,Dinner Supplement,ILS FR 2017 V3,5,FALSE,PM-0000000401,Dimension,3,1,FALSE,4114,PI-0000005748,Destination Code,,,,,
584,CHF,,Discrete,,,,,,FALSE,FALSE,Full Board,ILS FR 2017 V3,5,FALSE,PM-0000000402,Dimension,5,1,FALSE,4116,PI-0000005752,Destination Code,,,,,
585,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board,ILS FR 2017 V3,5,FALSE,PM-0000000403,Dimension,8,1,FALSE,4117,PI-0000005753,Destination Code,,,,,
586,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board Supplement 7 Days,ILS FR 2017 V3,5,FALSE,PM-0000000404,Dimension,2,1,FALSE,4115,PI-0000005751,Destination Code,,,,,
587,CHF,,Discrete,,,,,,FALSE,FALSE,Homeshare Twin,ILS FR 2017 V3,5,FALSE,PM-0000000405,Dimension,2,1,FALSE,4112,PI-0000005662,Destination Code,,,,,
588,CHF,,Discrete,,,,,,FALSE,FALSE,Host Family Single,ILS FR 2017 V3,5,FALSE,PM-0000000406,Dimension,19,1,FALSE,5217,PI-0000005628,Destination Code,,,,,
589,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement,ILS FR 2017 V3,5,FALSE,PM-0000000407,Dimension,13,1,FALSE,5219,PI-0000005744,Destination Code,,,,,
590,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 5 Days,ILS FR 2017 V3,5,FALSE,PM-0000000408,Dimension,5,1,FALSE,4436,PI-0000005750,Destination Code,,,,,
591,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 7 Days,ILS FR 2017 V3,5,FALSE,PM-0000000409,Dimension,3,1,FALSE,4435,PI-0000005749,Destination Code,,,,,
592,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation,ILS FR 2017 V3,5,FALSE,PM-0000000410,Dimension,18,1,FALSE,4113,PI-0000005680,Destination Code,,,,,
593,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to Airport,ILS FR 2017 V3,5,FALSE,PM-0000000411,Dimension,8,1,FALSE,4051,PI-0000004529,Destination Code,,,,,
594,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LCY Airport,ILS FR 2017 V3,5,FALSE,PM-0000000412,Dimension,4,1,FALSE,4067,PI-0000004573,Destination Code,,,,,
595,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LGW Airport,ILS FR 2017 V3,5,FALSE,PM-0000000413,Dimension,4,1,FALSE,4054,PI-0000004560,Destination Code,,,,,
596,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LHR Airport,ILS FR 2017 V3,5,FALSE,PM-0000000414,Dimension,4,1,FALSE,4052,PI-0000004539,Destination Code,,,,,
597,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LTN Airport,ILS FR 2017 V3,5,FALSE,PM-0000000415,Dimension,4,1,FALSE,4060,PI-0000004566,Destination Code,,,,,
598,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to St Pancras,ILS FR 2017 V3,5,FALSE,PM-0000000416,Dimension,4,1,FALSE,4062,PI-0000004568,Destination Code,,,,,
599,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to STN Airport,ILS FR 2017 V3,5,FALSE,PM-0000000417,Dimension,4,1,FALSE,4057,PI-0000004563,Destination Code,,,,,
600,CHF,,Range,Discrete,,,,,FALSE,FALSE,Course Literature English AY,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000102,Dimension,26,1,FALSE,5244,PI-0000007902,Course Number of Weeks,AY Course Type,,,,
601,CHF,,Range,Discrete,,,,,FALSE,FALSE,Course Literature Non-English AY,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000103,Dimension,26,1,FALSE,4200,PI-0000007903,Course Number of Weeks,AY Course Type,,,,
602,CHF,,Range,Discrete,,,,,FALSE,FALSE,Travel Insurance AY,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000104,Dimension,143,1,FALSE,5243,PI-0000007900,Course Number of Weeks,Destination Code,,,,
603,CHF,,Range,Discrete,,,,,FALSE,FALSE,Australia Overseas Health Cover AY,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000105,Dimension,6,1,FALSE,4199,PI-0000007901,Course Number of Weeks,Destination Code,,,,
604,CHF,,Discrete,,,,,,FALSE,FALSE,Bus Pass,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000106,Dimension,5,1,FALSE,4191,PI-0000007708,Destination Code,,,,,
605,CHF,,Discrete,,,,,,FALSE,FALSE,Dinner Supplement,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000107,Dimension,9,1,FALSE,4195,PI-0000007883,Destination Code,,,,,
606,CHF,,Discrete,,,,,,FALSE,FALSE,Host Family Single,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000108,Dimension,44,1,FALSE,4198,PI-0000007892,Destination Code,,,,,
607,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board Supplement 7 Days,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000109,Dimension,2,1,FALSE,3938,PI-0000006331,Destination Code,,,,,
608,CHF,,Discrete,,,,,,FALSE,FALSE,Homeshare Twin,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000110,Dimension,7,1,FALSE,3939,PI-0000006335,Destination Code,,,,,
609,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Experience Plus,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000111,Dimension,23,1,FALSE,3940,PI-0000006394,Destination Code,,,,,
610,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000112,Dimension,29,1,FALSE,5230,PI-0000006397,Destination Code,,,,,
611,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 5 Days,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000113,Dimension,6,1,FALSE,3941,PI-0000006422,Destination Code,,,,,
612,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 7 Days,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000114,Dimension,5,1,FALSE,3942,PI-0000006423,Destination Code,,,,,
613,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000115,Dimension,44,1,FALSE,3943,PI-0000006424,Destination Code,,,,,
614,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation Half Year,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000116,Dimension,43,1,FALSE,3944,PI-0000006425,Destination Code,,,,,
615,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation Full Year,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000117,Dimension,43,1,FALSE,4342,PI-0000006426,Destination Code,,,,,
616,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation Year Extended,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000118,Dimension,43,1,FALSE,4343,PI-0000006427,Destination Code,,,,,
617,CHF,,Discrete,,,,,,FALSE,FALSE,Supervised Transfer Supplement - Minor,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000119,Dimension,20,1,FALSE,3955,PI-0000006950,Destination Code,,,,,
618,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000120,Dimension,27,1,FALSE,3956,PI-0000006957,Destination Code,,,,,
619,CHF,,Discrete,,,,,,FALSE,FALSE,Full Board,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000121,Dimension,17,1,FALSE,4197,PI-0000007889,Destination Code,,,,,
620,CHF,,Discrete,,,,,,FALSE,FALSE,Australia Overseas Health Cover,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000122,Dimension,3,1,FALSE,4188,PI-0000007702,Destination Code,,,,,
621,CHF,,Discrete,,,,,,FALSE,FALSE,Business Language Course,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000123,Dimension,42,1,FALSE,4190,PI-0000007707,Destination Code,,,,,
622,CHF,,Discrete,,,,,,FALSE,FALSE,Diploma in Business and Management - August,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000124,Dimension,1,1,FALSE,4171,PI-0000006254,Destination Code,,,,,
623,CHF,,Discrete,,,,,,FALSE,FALSE,Year Extended - Diploma in Business & Management - June,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000125,Dimension,1,1,FALSE,4169,PI-0000006252,Destination Code,,,,,
624,CHF,,Discrete,,,,,,FALSE,FALSE,Extra Extended Year - Diploma in Business & Management - April,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000126,Dimension,1,1,FALSE,4170,PI-0000006253,Destination Code,,,,,
625,CHF,,Discrete,,,,,,FALSE,FALSE,Exam Course,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000127,Dimension,42,1,FALSE,4196,PI-0000007884,Destination Code,,,,,
626,CHF,,Discrete,,,,,,FALSE,FALSE,Career&Business package: Career coach,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000128,Dimension,15,1,FALSE,4192,PI-0000007809,Destination Code,,,,,
627,CHF,,Discrete,,,,,,FALSE,FALSE,Year Extended - Pre Master - June,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000129,Dimension,3,1,FALSE,3802,PI-0000006143,Destination Code,,,,,
628,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000418,Dimension,8,1,FALSE,4410,PI-0000004530,Destination Code,,,,,
629,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LCY Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000419,Dimension,4,1,FALSE,4066,PI-0000004572,Destination Code,,,,,
