APTS Ext ID,Currency ISO Code,Description,Dimension 1 Value Type,Dimension 2 Value Type,Dimension 3 Value Type,Dimension 4 Value Type,Dimension 5 Value Type,Dimension 6 Value Type,Enable Date Range,Enable Usage Indexing,Export Price List Item Name,Export Price List Name,Initial Rows,Is Cumulative Range (Deprecated),Matrix Id,Matrix Type,Number Of Entries,Sequence,Stop Processing More Matrices,Apttus_Config2__PriceListItemId__r.APTS Migration Ext ID,Apttus_Config2__PriceListItemId__r.Item Id,Apttus_Config2__Dimension1Id__r.Dimension Name,Apttus_Config2__Dimension2Id__r.Dimension Name,Apttus_Config2__Dimension3Id__r.Dimension Name,Apttus_Config2__Dimension4Id__r.Dimension Name,Apttus_Config2__Dimension5Id__r.Dimension Name,Apttus_Config2__Dimension6Id__r.Dimension Name
630,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LGW Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000420,Dimension,4,1,FALSE,4064,PI-0000004570,Destination Code,,,,,
631,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LHR Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000421,Dimension,4,1,FALSE,4412,PI-0000004538,Destination Code,,,,,
632,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LTN Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000422,Dimension,4,1,FALSE,4059,PI-0000004565,Destination Code,,,,,
633,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - St Pancras to School,ILS FR 2017 V3,5,FALSE,PM-0000000423,Dimension,4,1,FALSE,4063,PI-0000004569,Destination Code,,,,,
634,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - STN Airport to School,ILS FR 2017 V3,5,FALSE,PM-0000000424,Dimension,4,1,FALSE,4056,PI-0000004562,Destination Code,,,,,
635,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - Airport to School to Airport,ILS FR 2017 V3,5,FALSE,PM-0000000425,Dimension,8,1,FALSE,4411,PI-0000004531,Destination Code,,,,,
636,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LCY Airport to School to LCY Airport,ILS FR 2017 V3,5,FALSE,PM-0000000426,Dimension,4,1,FALSE,4068,PI-0000004574,Destination Code,,,,,
637,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LGW Airport to School to LGW Airport,ILS FR 2017 V3,5,FALSE,PM-0000000427,Dimension,4,1,FALSE,4055,PI-0000004561,Destination Code,,,,,
638,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LHR Airport to School to LHR Airport,ILS FR 2017 V3,5,FALSE,PM-0000000428,Dimension,4,1,FALSE,4053,PI-0000004540,Destination Code,,,,,
639,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LTN Airport to School to LTN Airport,ILS FR 2017 V3,5,FALSE,PM-0000000429,Dimension,4,1,FALSE,4061,PI-0000004567,Destination Code,,,,,
640,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - St Pancras to School to St Pancras,ILS FR 2017 V3,5,FALSE,PM-0000000430,Dimension,4,1,FALSE,4065,PI-0000004571,Destination Code,,,,,
641,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - STN Airport to School to STN Airport,ILS FR 2017 V3,5,FALSE,PM-0000000431,Dimension,4,1,FALSE,4058,PI-0000004564,Destination Code,,,,,
642,CHF,,Discrete,,,,,,FALSE,FALSE,Travel Insurance Private Extension,ILS FR 2017 V3,5,FALSE,PM-0000000432,Dimension,20,1,FALSE,5216,PI-0000005624,Destination Code,,,,,
643,CHF,,Discrete,,,,,,FALSE,FALSE,Travel insurance private extension incl. Sports suppl.,ILS FR 2017 V3,5,FALSE,PM-0000000433,Dimension,20,1,FALSE,4430,PI-0000005626,Destination Code,,,,,
644,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Experience Plus,ILS FR 2017 V3,5,FALSE,PM-0000000434,Dimension,18,1,FALSE,4070,PI-0000004777,Destination Code,,,,,
645,CHF,,Discrete,,,,,,FALSE,FALSE,Weekly Summer Supplement,ILS FR 2017 V3,5,FALSE,PM-0000000435,Dimension,19,1,FALSE,5218,PI-0000005720,Destination Code,,,,,
646,CHF,,Discrete,Discrete,Discrete,Discrete,,,FALSE,FALSE,Flight Booked by EF (Fixed Fare),ILS FR 2017 V3,5,FALSE,PM-0000000438,Dimension,399,1,FALSE,4419,PI-0000004734,Product,Departure Point,Destination Code,FixedFareSeason,,
647,CHF,,Range,,,,,,FALSE,FALSE,Course Literature English,ILS FR 2017 V3,5,FALSE,PM-0000000440,Dimension,6,1,FALSE,5203,PI-0000003354,Quantity,,,,,
648,CHF,,Range,,,,,,FALSE,FALSE,Course Literature Non-English,ILS FR 2017 V3,5,FALSE,PM-0000000441,Dimension,4,1,FALSE,5204,PI-0000003355,Quantity,,,,,
649,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Basic Course,ILS FR 2017 V3,5,FALSE,PM-0000000442,Dimension,34,1,FALSE,4131,PI-0000005871,Quantity,Destination Code,,,,
650,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Business Language Course,ILS FR 2017 V3,5,FALSE,PM-0000000443,Dimension,32,1,FALSE,4440,PI-0000005872,Quantity,Destination Code,,,,
651,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Exam Course,ILS FR 2017 V3,5,FALSE,PM-0000000444,Dimension,36,1,FALSE,4133,PI-0000005875,Quantity,Destination Code,,,,
652,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,French Prepa,ILS FR 2017 V3,5,FALSE,PM-0000000445,Dimension,8,1,FALSE,4136,PI-0000005879,Quantity,Destination Code,,,,
653,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,General Course,ILS FR 2017 V3,5,FALSE,PM-0000000446,Dimension,36,1,FALSE,4132,PI-0000005873,Quantity,Destination Code,,,,
654,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Intensive Course,ILS FR 2017 V3,5,FALSE,PM-0000000447,Dimension,36,1,FALSE,5221,PI-0000005874,Quantity,Destination Code,,,,
655,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Junior Course,ILS FR 2017 V3,5,FALSE,PM-0000000448,Dimension,20,1,FALSE,4338,PI-0000005877,Quantity,Destination Code,,,,
656,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Junior Intensive Course,ILS FR 2017 V3,5,FALSE,PM-0000000449,Dimension,18,1,FALSE,4135,PI-0000005878,Quantity,Destination Code,,,,
657,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Language Experience,ILS FR 2017 V3,5,FALSE,PM-0000000450,Dimension,36,1,FALSE,4134,PI-0000005876,Quantity,Destination Code,,,,
658,CHF,,Cumulative Range,Discrete,,,,,FALSE,FALSE,Travel Insurance Coverage,ILS FR 2017 V3,5,FALSE,PM-0000000451,Dimension,38,1,FALSE,5215,PI-0000005623,Quantity,Destination Code,,,,
659,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Program Registration Fee,MLY NOO 2018 V1 NOK,5,FALSE,PM-0000000744,Dimension,2,1,FALSE,4350,PI-0000006547,Destination Code,,,,,
660,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Program Basic Accommodation,MLY NOO 2018 V1 NOK,5,FALSE,PM-0000000745,Dimension,2,1,FALSE,4351,PI-0000006548,Destination Code,,,,,
661,CHF,,Cumulative Range,,,,,,FALSE,FALSE,Course Literature Non-English,MLY NOO 2018 V1 NOK,5,FALSE,PM-0000000746,Dimension,3,1,FALSE,4341,PI-0000006251,Quantity,,,,,
662,CHF,,Cumulative Range,,,,,,FALSE,FALSE,Course Literature English,MLY NOO 2018 V1 NOK,5,FALSE,PM-0000000747,Dimension,3,1,FALSE,5228,PI-0000006319,Quantity,,,,,
663,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LTN Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000130,Dimension,9,1,FALSE,3961,PI-0000006972,Destination Code,,,,,
664,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to St Pancras,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000131,Dimension,9,1,FALSE,3962,PI-0000006988,Destination Code,,,,,
665,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to SNA Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000132,Dimension,2,1,FALSE,3963,PI-0000006995,Destination Code,,,,,
666,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to STN Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000133,Dimension,9,1,FALSE,4176,PI-0000006997,Destination Code,,,,,
667,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000134,Dimension,27,1,FALSE,4177,PI-0000006998,Destination Code,,,,,
668,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LAX Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000135,Dimension,3,1,FALSE,4178,PI-0000007007,Destination Code,,,,,
669,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LCY Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000136,Dimension,8,1,FALSE,4179,PI-0000007008,Destination Code,,,,,
670,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LAX Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000137,Dimension,3,1,FALSE,3957,PI-0000006966,Destination Code,,,,,
671,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LCY Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000138,Dimension,8,1,FALSE,3958,PI-0000006967,Destination Code,,,,,
672,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LGW Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000139,Dimension,9,1,FALSE,3959,PI-0000006968,Destination Code,,,,,
673,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LHR Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000140,Dimension,9,1,FALSE,3960,PI-0000006969,Destination Code,,,,,
674,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LHR Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000141,Dimension,9,1,FALSE,4187,PI-0000007036,Destination Code,,,,,
675,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LTN Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000142,Dimension,9,1,FALSE,4183,PI-0000007027,Destination Code,,,,,
676,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - St Pancras to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000143,Dimension,9,1,FALSE,4184,PI-0000007033,Destination Code,,,,,
677,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - Airport to School to Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000144,Dimension,27,1,FALSE,4185,PI-0000007034,Destination Code,,,,,
678,CHF,,Discrete,,,,,,FALSE,FALSE,Grp Transfer RES Min 15 students,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000145,Dimension,2,1,FALSE,3945,PI-0000006824,Destination Code,,,,,
679,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LAX Airport to School to LAX Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000146,Dimension,3,1,FALSE,3946,PI-0000006827,Destination Code,,,,,
680,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LCY Airport to School to LCY Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000147,Dimension,8,1,FALSE,3947,PI-0000006828,Destination Code,,,,,
681,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LGW Airport to School to LGW Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000148,Dimension,9,1,FALSE,3948,PI-0000006829,Destination Code,,,,,
682,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LHR Airport to School to LHR Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000149,Dimension,9,1,FALSE,3949,PI-0000006830,Destination Code,,,,,
683,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LTN Airport to School to LTN Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000150,Dimension,9,1,FALSE,3950,PI-0000006873,Destination Code,,,,,
684,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LGW Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000151,Dimension,9,1,FALSE,4186,PI-0000007035,Destination Code,,,,,
685,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - St Pancras to School to St Pancras,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000152,Dimension,9,1,FALSE,3951,PI-0000006902,Destination Code,,,,,
686,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - SNA Airport to School to SNA Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000153,Dimension,2,1,FALSE,3953,PI-0000006928,Destination Code,,,,,
687,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - STN Airport to School to STN Airport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000154,Dimension,9,1,FALSE,3952,PI-0000006925,Destination Code,,,,,
688,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - SNA Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000155,Dimension,2,1,FALSE,3954,PI-0000006933,Destination Code,,,,,
689,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - STN Airport to School,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000156,Dimension,9,1,FALSE,4180,PI-0000007009,Destination Code,,,,,
690,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Program Registration Fee,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000157,Dimension,2,1,FALSE,4181,PI-0000007011,Destination Code,,,,,
691,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Program Basic Accommodation,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000158,Dimension,2,1,FALSE,4182,PI-0000007012,Destination Code,,,,,
692,CHF,,Discrete,,,,,,FALSE,FALSE,Guaranteed Exam SPIN,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000159,Dimension,2,1,FALSE,3936,PI-0000006326,Destination Code,,,,,
693,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000160,Dimension,12,1,FALSE,3937,PI-0000006329,Destination Code,,,,,
694,CHF,,Discrete,,,,,,FALSE,FALSE,Activity Voucher - One Unit,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000161,Dimension,43,1,FALSE,5241,PI-0000007861,Destination Code,,,,,
695,CHF,,Discrete,,,,,,FALSE,FALSE,Free Apple Watch Sport,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000162,Dimension,39,1,FALSE,4193,PI-0000007864,Destination Code,,,,,
696,CHF,,Discrete,,,,,,FALSE,FALSE,Free Apple Watch Sport (Sales Office),AY NOO 2018 V1 NOK,5,FALSE,PM-0000000163,Dimension,39,1,FALSE,4194,PI-0000007865,Destination Code,,,,,
697,CHF,,Discrete,,,,,,FALSE,FALSE,Breakfast,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000164,Dimension,2,1,FALSE,4189,PI-0000007704,Destination Code,,,,,
698,CHF,,Discrete,,,,,,FALSE,FALSE,Year - AD Fashion & Design & Exam - September,AY NOO 2018 V1 NOK,5,FALSE,PM-0000000165,Dimension,13,1,FALSE,3851,PI-0000006198,Destination Code,,,,,
699,CHF,,Discrete,,,,,,FALSE,FALSE,Supervised Transfer Supplement - Minor,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000452,Dimension,11,1,FALSE,4093,PI-0000005204,Destination Code,,,,,
700,CHF,,Discrete,,,,,,FALSE,FALSE,Leader Course,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000453,Dimension,19,1,FALSE,4049,PI-0000004448,Destination Code,,,,,
701,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LHR Airport to School,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000454,Dimension,4,1,FALSE,4073,PI-0000004788,Destination Code,,,,,
702,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - LTN Airport to School,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000455,Dimension,3,1,FALSE,4082,PI-0000004800,Destination Code,,,,,
703,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - St Pancras to School,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000456,Dimension,4,1,FALSE,4090,PI-0000004875,Destination Code,,,,,
704,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Single Transfer - STN Airport to School,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000457,Dimension,1,1,FALSE,4079,PI-0000004797,Destination Code,,,,,
705,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - Airport to School to Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000458,Dimension,8,1,FALSE,4072,PI-0000004781,Destination Code,,,,,
706,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LCY Airport to School to LCY Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000459,Dimension,4,1,FALSE,4089,PI-0000004865,Destination Code,,,,,
707,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LGW Airport to School to LGW Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000460,Dimension,1,1,FALSE,4078,PI-0000004796,Destination Code,,,,,
708,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LHR Airport to School to LHR Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000461,Dimension,4,1,FALSE,4075,PI-0000004790,Destination Code,,,,,
709,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - LTN Airport to School to LTN Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000462,Dimension,4,1,FALSE,4084,PI-0000004802,Destination Code,,,,,
710,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - St Pancras to School to St Pancras,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000463,Dimension,4,1,FALSE,4086,PI-0000004862,Destination Code,,,,,
711,CHF,,Discrete,,,,,,FALSE,FALSE,Single and Return Transfer - STN Airport to School to STN Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000464,Dimension,1,1,FALSE,4081,PI-0000004799,Destination Code,,,,,
712,CHF,,Discrete,,,,,,FALSE,FALSE,Travel Insurance Private Extension,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000465,Dimension,20,1,FALSE,4439,PI-0000005810,Destination Code,,,,,
713,CHF,,Discrete,,,,,,FALSE,FALSE,Travel insurance private extension incl. Sports suppl.,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000466,Dimension,20,1,FALSE,4124,PI-0000005812,Destination Code,,,,,
714,CHF,,Discrete,,,,,,FALSE,FALSE,Volunteer Experience Plus,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000467,Dimension,18,1,FALSE,4092,PI-0000005012,Destination Code,,,,,
715,CHF,,Discrete,,,,,,FALSE,FALSE,Weekly Summer Supplement,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000468,Dimension,19,1,FALSE,4144,PI-0000006013,Destination Code,,,,,
716,CHF,,Discrete,,,,,,FALSE,FALSE,Activity Voucher - One Unit,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000469,Dimension,19,1,FALSE,4091,PI-0000005004,Destination Code,,,,,
717,CHF,,Discrete,,,,,,FALSE,FALSE,Australia Overseas Health Cover,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000470,Dimension,1,1,FALSE,4125,PI-0000005813,Destination Code,,,,,
718,CHF,,Discrete,,,,,,FALSE,FALSE,Bus Pass,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000471,Dimension,2,1,FALSE,4128,PI-0000005849,Destination Code,,,,,
719,CHF,,Discrete,,,,,,FALSE,FALSE,Dinner Supplement,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000472,Dimension,3,1,FALSE,4137,PI-0000005906,Destination Code,,,,,
720,CHF,,Discrete,,,,,,FALSE,FALSE,Full Board,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000473,Dimension,5,1,FALSE,4141,PI-0000005910,Destination Code,,,,,
721,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000474,Dimension,8,1,FALSE,4142,PI-0000005911,Destination Code,,,,,
722,CHF,,Discrete,,,,,,FALSE,FALSE,Half Board Supplement 7 Days,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000475,Dimension,2,1,FALSE,4140,PI-0000005909,Destination Code,,,,,
723,CHF,,Discrete,,,,,,FALSE,FALSE,Homeshare Twin,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000476,Dimension,2,1,FALSE,4130,PI-0000005854,Destination Code,,,,,
724,CHF,,Discrete,,,,,,FALSE,FALSE,Host Family Single,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000477,Dimension,19,1,FALSE,4126,PI-0000005814,Destination Code,,,,,
725,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000478,Dimension,13,1,FALSE,4129,PI-0000005850,Destination Code,,,,,
726,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 5 Days,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000479,Dimension,5,1,FALSE,4139,PI-0000005908,Destination Code,,,,,
727,CHF,,Discrete,,,,,,FALSE,FALSE,Lunch Supplement 7 Days,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000480,Dimension,3,1,FALSE,4138,PI-0000005907,Destination Code,,,,,
728,CHF,,Discrete,,,,,,FALSE,FALSE,No Accommodation,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000481,Dimension,18,1,FALSE,4143,PI-0000005921,Destination Code,,,,,
729,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000482,Dimension,8,1,FALSE,4069,PI-0000004739,Destination Code,,,,,
730,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LCY Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000483,Dimension,4,1,FALSE,4088,PI-0000004864,Destination Code,,,,,
731,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LGW Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000484,Dimension,1,1,FALSE,4077,PI-0000004795,Destination Code,,,,,
732,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LHR Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000485,Dimension,4,1,FALSE,4074,PI-0000004789,Destination Code,,,,,
733,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to LTN Airport,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000486,Dimension,4,1,FALSE,4083,PI-0000004801,Destination Code,,,,,
734,CHF,,Discrete,,,,,,FALSE,FALSE,Oneway Return Transfer - School to St Pancras,ILS WW 2017 V3 EUR,5,FALSE,PM-0000000487,Dimension,4,1,FALSE,4085,PI-0000004803,Destination Code,,,,,
735,CHF,,Discrete,,,,,,FALSE,FALSE,LT Course,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000940,Dimension,11,1,FALSE,5355,PI-0000008979,Destination Code,,,,,
736,CHF,,Discrete,,,,,,FALSE,FALSE,International,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000941,Dimension,11,1,FALSE,5356,PI-0000008980,Destination Code,,,,,
737,CHF,,Discrete,,,,,,FALSE,FALSE,General,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000942,Dimension,11,1,FALSE,5357,PI-0000008981,Destination Code,,,,,
738,CHF,,Discrete,,,,,,FALSE,FALSE,Camps Horse Riding Senior,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000943,Dimension,11,1,FALSE,5358,PI-0000008982,Destination Code,,,,,
739,CHF,,Discrete,,,,,,FALSE,FALSE,Chelsea Football Camp,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000944,Dimension,11,1,FALSE,5359,PI-0000008983,Destination Code,,,,,
740,CHF,,Discrete,,,,,,FALSE,FALSE,Intensive International,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000945,Dimension,11,1,FALSE,5360,PI-0000008984,Destination Code,,,,,
741,CHF,,Discrete,,,,,,FALSE,FALSE,Global Leadership Studio,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000946,Dimension,11,1,FALSE,5361,PI-0000008985,Destination Code,,,,,
742,CHF,,Discrete,,,,,,FALSE,FALSE,Art Studio,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000947,Dimension,11,1,FALSE,5362,PI-0000008986,Destination Code,,,,,
743,CHF,,Discrete,,,,,,FALSE,FALSE,Fashion Studio,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000948,Dimension,11,1,FALSE,5363,PI-0000008987,Destination Code,,,,,
744,CHF,,Discrete,,,,,,FALSE,FALSE,Music Studio,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000949,Dimension,11,1,FALSE,5364,PI-0000008988,Destination Code,,,,,
745,CHF,,Discrete,,,,,,FALSE,FALSE,Social Media Studio,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000950,Dimension,11,1,FALSE,5365,PI-0000008989,Destination Code,,,,,
746,CHF,,Discrete,,,,,,FALSE,FALSE,Junior International,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000951,Dimension,11,1,FALSE,5366,PI-0000008990,Destination Code,,,,,
747,CHF,,Discrete,,,,,,FALSE,FALSE,Junior,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000952,Dimension,11,1,FALSE,5367,PI-0000008991,Destination Code,,,,,
748,CHF,,Discrete,,,,,,FALSE,FALSE,Camps Classic Summer,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000953,Dimension,11,1,FALSE,5368,PI-0000008992,Destination Code,,,,,
749,CHF,,Discrete,,,,,,FALSE,FALSE,Camps Horse Riding Junior,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000954,Dimension,11,1,FALSE,5369,PI-0000008993,Destination Code,,,,,
750,CHF,,Discrete,,,,,,FALSE,FALSE,Chelsea Football Camp Juniors,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000955,Dimension,11,1,FALSE,5370,PI-0000008994,Destination Code,,,,,
751,CHF,,Discrete,,,,,,FALSE,FALSE,Lego Studio,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000956,Dimension,11,1,FALSE,5371,PI-0000008995,Destination Code,,,,,
752,CHF,,Discrete,,,,,,FALSE,FALSE,Camps Beach & Water Sports,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000957,Dimension,11,1,FALSE,5372,PI-0000008996,Destination Code,,,,,
753,CHF,,Discrete,,,,,,FALSE,FALSE,Camps Surfing,LT NOO 2018 V1 NOK,5,FALSE,PM-0000000958,Dimension,11,1,FALSE,5373,PI-0000008997,Destination Code,,,,,
