Active,Actual Icon Size,Available Programs,AY Course Type,Bundle Invoice Level,Configuration Type,Course Pricing,Currency ISO Code,Destination Location,Discontinued Date,Effective Date,Effective Start Date,Enable Start Date & End Date,Exclude From Sitemap,Expiration Date,Has Attributes,Has Defaults,Has Options,Has Search Attributes,Is Optional,Launch Date,Must Configure,Price Override Allowed,Product Code,Product Description,Product Family,Product Name,Product Subtype,Product Type,Qunatity Modifiable,TI Pricing,Uom,Version
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPOXFFD","","","Oxford Full Day","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPCOTEFD","","","Cote D'Azur Full Day","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPNERJA","","","Nerja Caves","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPORLWE","","","Orlando Weekend Excursion","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","STA","","","Special Travel Arrangement","Arrival and Departure","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPSANZOO","","","San Diego Zoo Excursion","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPNIAGARA","","","Niagara Falls Excursion","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPOUTWE","","","Outback Experience Weekend","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPTOOFD","","","Toronto Excursion","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","OPSEVFD","","","Sevilla Full Day","Optional Excursions","Other","true","false","Each","1.0"
"true","","","","","Bundle","false","CHF","Northern Hemisphere","","","","true","false","","true","false","true","false","false","","true","false","US-MIA","","Destination","Miami","","Destination","false","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESM-MISR","","Accommodation","Miami Summer Residence I Multi","Residence","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESMX-MISR","","Accommodation","Miami Summer Residence I Multi Extra Night","Residence Extra Night","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","APCOS","","","Monteverde","Sports Options","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","AP3SFD","","","Muir Woods","Sports Options","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESM-NANY","","Accommodation","Nanyang Summer Junior Residence Multi","Residence","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESMX-NANY","","Accommodation","Nanyang Summer Junior Residence Multi Extra Night","Residence Extra Night","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","REST-NANY","","Accommodation","Nanyang Summer Junior Residence Twin","Residence","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESTX-NANY","","Accommodation","Nanyang Summer Junior Residence Twin Extra Night","Residence Extra Night","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-NEWM","","Accommodation","New Mill Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESSX-NEWM","","Accommodation","New Mill Single Extra Night","Residence Extra Night","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","DCPBOI","","","New York Weekend","Explore Pack","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","AP2BOI","","","Niagara Weekend","Sports Options","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","DCP2COS","","","Nicaragua","Explore Pack","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","NA","","Accommodation","No Accommodation","No Accommodation","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","DCP2HNL","","","One Day Neighbor Island Tour","Explore Pack","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","WS1T1F","","","One-to-one Tuition","No Subtype","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-PARS","","Accommodation","Hotel Parsberg Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-PICA","","Accommodation","Residence Asibla Picasso Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-PITM","","Accommodation","Pitman Hall Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-PLIH","","Accommodation","EF College Campus Single San Diego Point Loma","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-POMP","","Accommodation","Residence Asibla Pompidou Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-PROV","","Accommodation","Provista Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-PUTW","","Accommodation","Purbeck House Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-RESA","","Accommodation","Resa Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SANSO","","Accommodation","Sandman Suites Single Off Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SANSP","","Accommodation","Sandman Suites Single Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SANT","","Accommodation","Sanctuary Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SATH","","Accommodation","Student At Home Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SCHO","","Accommodation","Schoenhouse Apartments Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SEAC","","Accommodation","Evergreen Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SEAG","","Accommodation","Seagull Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SEDP","","Accommodation","Sedley Court Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SFCL","","Accommodation","SF Club Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SFMC","","Accommodation","Mills College Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SHAU","","Accommodation","APT Living Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-STAR","","Accommodation","Berlin Stars Apartments Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-STAY","","Accommodation","2Stay Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-STCH","","Accommodation","San Francisco St Charles Single","No Subtype","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-STDI","","Accommodation","Munich EF Studios Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-STJA","","Accommodation","St. Jakob Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-SUNW","","Accommodation","Sunway Riverside Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-TAMA","","Accommodation","Social Residence Tama Plaza Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-THUB","","Accommodation","The Hub Single San Francisco","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESMX-THUB","","Accommodation","The Hub Multi Extra Night San Francisco","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESMX-TOGU","","Accommodation","Togumar Residence Multi Extra Night","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESMX-VISR","","Accommodation","Victoria Summer Residence Multi Extra Night","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS","","Accommodation","Residential Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS_OHIA","","Accommodation","Honolulu Ohia - Single","No Subtype","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-ABIL","","Accommodation","Ability Towers Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-ANCU","","Accommodation","Angeles Custodios Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-ANSU","","Accommodation","Antwerp Summer Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-APTM","","Accommodation","Apartments Malaga Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-BAVA","","Accommodation","Bavaria Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-BEAT","","Accommodation","Beatty Lodge Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-BERL","","Accommodation","EF Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-BJSU","","Accommodation","Bristol Junior Summer Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","TSR","","","Oneway Return Transfer - School to Airport","Departure Transfer","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","TSR-BNE","","","Oneway Return Transfer - School to BNE Airport","Departure Transfer","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","TSR-BOH","","","Oneway Return Transfer - School to BOH Airport","Departure Transfer","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","TSR-BRS","","","Oneway Return Transfer - School to BRS Airport","Departure Transfer","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","TSR-BVA","","","Oneway Return Transfer - School to BVA Airport","Departure Transfer","Travel","true","false","Each","1.0"
"true","","AY;HUG","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","COLNAY","","General Fee","Course Literature Non-English AY","Books","Other","false","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-BLOE","","Accommodation","24 on Upper Bloem Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-CHER","","Accommodation","Cherry Hinton Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-CLAC","","Accommodation","Clare College Junior Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-CLIV","","Accommodation","Clive Booth Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-CURV","","Accommodation","The Curve Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-DAYS","","Accommodation","Pacifica Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-DORS","","Accommodation","Dorset House Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-ELCNO","","Accommodation","El Convento Single Off Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-ELCNP","","Accommodation","El Convento Single Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-GECV","","Accommodation","GEC Viva Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-GENU","","Accommodation","Genuastraat Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-GHPA","","Accommodation","Guesthouse Painther Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-GRAN","","Accommodation","The Grange Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HDCR","","Accommodation","Hotel Du Centre Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HDCRO","","Accommodation","Hotel Du Centre Senior Residence Single Off Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HIEX","","Accommodation","Holiday Inn Express Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HOGE","","Accommodation","Hotel Geiger Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HOLIO","","Accommodation","Holiday Inn Single Off Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HOLIP","","Accommodation","Holiday Inn Single Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-HWAC","","Accommodation","Hwa Chong Summer Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-ILLC","","Accommodation","Residence International Living Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-INBR","","Accommodation","EF International House Single Brighton","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-INMAP","","Accommodation","EF International House Single Peak","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-INWA","","Accommodation","EF International House Single Washington","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-LACO","","Accommodation","La Colina Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-LADY","","Accommodation","Lady Hamilton Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-LESC","","Accommodation","Le Scribe Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-LEWE","","Accommodation","Lewes Court Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-THYS","","Accommodation","Residence Asibla Thyssen Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-TOGU","","Accommodation","Togumar Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-TOLO","","Accommodation","Townsend Lodge Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-TRIP","","Accommodation","Tripos Court Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-URBS","","Accommodation","Urbanest Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-VANG","","Accommodation","Van Gogh Summer Residence Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-VILL","","Accommodation","Villa Rosa Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-WILM","","Accommodation","Wilmslow Park Single","Residence","Accommodation","true","false","Week","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESSX-ABIL","","Accommodation","Ability Towers Single Extra Night","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESSX-ANCU","","Accommodation","Angeles Custodios Single Extra Night","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESSX-APTM","","Accommodation","Apartments Malaga Single Extra Night","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESSX-BAVA","","Accommodation","Bavaria Single Extra Night","Residence Extra Night","Accommodation","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FPDUB","","","Fun Package Dublin","Fun Pack","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FPMAL","","","Fun Pack Malta","Fun Pack","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FPOXF","","","Fun Package Oxford","Fun Pack","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FREX","","","Free Excursion","Other","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","true","FRU","","","Free Residence Upgrade","No Subtype","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","true","FS","","","Flight Surcharge","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","true","FSF","","","Flight Service Fee","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FT40","","","Flight 40th anniversary campaign","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FTB","","","Football","No Subtype","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFAJA","","","Flight Booked by EF from Ajaccio","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFAVN","","","Flight Booked by EF from Avignon","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFBIA","","","Flight Booked by EF from Bastia","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFBIQ","","","Flight Booked by EF Biaritz","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFBOD","","","Flight Booked by EF from Bordeaux","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FTEFBRE","","","Flight Booked by EF from Brest","No Subtype","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFDIJ","","","Flight Booked by EF from Dijon","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFINT","","","Flight Booked by EF - International","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFLYN","","","Flight Booked by EF from Lyon","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFMLH","","","Flight booked by EF Mulhouse","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFMPL","","","Flight Booked by EF from Montpellier","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFMRS","","","Flight Booked by EF from Marseille","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFNAN","","","Flight Booked by EF from Nancy","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFNCY","","","Flight Booked by EF from Annecy","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFNIC","","","Flight Booked by EF from Nice","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFNTE","","","Flight Booked by EF from Nantes","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFPIS","","","Flight Booked by EF from Poitiers","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFRNS","","","Flight Booked by EF from Rennes","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFSXB","","","Flight Booked by EF from Strasbourg","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTEFTLS","","","Flight Booked by EF from Tolouse","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","true","FTEP","","","Flight booked through MyEF","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFAJA","","","Flight from Ajaccio","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFAVN","","","Flight from Avignon","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFBIA","","","Flight from Bastia","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFBIQ","","","Flight from Biarritz","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFBOD","","","Flight from Bordeaux","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FTFBRE","","","FTFBRE","No Subtype","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFDIJ","","","Flight from Dijon","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","false","false","false","false","false","","false","false","FTFGVA","","","Flight from Geneva","No Subtype","Other","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFLIL","","","Flight from Lille","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFLYN","","","Flight from Lyon","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFMLH","","","Flight from Mulhouse","No Subtype","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","FTFMPL","","","Flight from Montpellier","Flight","Travel","true","false","Each","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESMX-FORN","","Accommodation","Fornelli Hall Multi Extra Night","Residence Extra Night","Accommodation","true","false","Day","1.0"
"true","","","","","Option","false","CHF","","","","","true","false","","true","false","false","false","false","","false","false","RESS-FORN","","Accommodation","Fornelli Hall Single","Residence","Accommodation","true","false","Week","1.0"
