Content Type,Currency ISO Code,Detail Page,Export Name of the Option Group,Export Name of the Product,Is Hidden,Is Leaf,Is Picklist,Left,Level,Max Options,Max Total Quantity,Min Options,Min Total Quantity,Modifiable Type,Right,Root Sequence,Sequence,Apttus_Config2__OptionGroupId__r.Name,Apttus_Config2__MaxTotalQuantityExpressionId__r.Field Expression Name,Apttus_Config2__MinTotalQuantityExpressionId__r.Field Expression Name,Apttus_Config2__ParentOptionGroupId__r.Name,Apttus_Config2__ProductAttributeGroupMemberId__r.Group Name,Apttus_Config2__ProductId__r.Product Name,Apttus_Config2__RootOptionGroupId__r.Name
"Options","CHF","","Vught Other","Vught","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Vught Other","","","","","Vught","Vught Other"
"Options","CHF","","Washington D.C. Courses","Washington D.C.","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Washington D.C. Courses","","","","","Washington D.C.","Washington D.C. Courses"
"Options","CHF","","Washington D.C. Accommodation","Washington D.C.","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Washington D.C. Accommodation","","","","","Washington D.C.","Washington D.C. Accommodation"
"Options","CHF","","London Courses","London","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","London Courses","","","","","London","London Courses"
"Options","CHF","","London Accommodation","London","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","London Accommodation","","","","","London","London Accommodation"
"Options","CHF","","London Insurance","London","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","London Insurance","","","","","London","London Insurance"
"Options","CHF","","London Travel","London","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","London Travel","","","","","London","London Travel"
"Options","CHF","","London Other","London","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","London Other","","","","","London","London Other"
"Options","CHF","","Malta St. Julian's Insurance","Malta St. Julian's","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Malta St. Julian's Insurance","","","","","Malta St. Julian's","Malta St. Julian's Insurance"
"Options","CHF","","Malta St. Julian's Travel","Malta St. Julian's","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Malta St. Julian's Travel","","","","","Malta St. Julian's","Malta St. Julian's Travel"
"Options","CHF","","Honolulu Courses","Honolulu","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Honolulu Courses","","","","","Honolulu","Honolulu Courses"
"Options","CHF","","General Fees","Brighton","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Brighton","General Fees"
"Options","CHF","","General Fees","Oxford","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Oxford","General Fees"
"Options","CHF","","General Fees","Anvers","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Anvers","General Fees"
"Options","CHF","","Honolulu Other","Honolulu","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Honolulu Other","","","","","Honolulu","Honolulu Other"
"Options","CHF","","General Fees","Nice","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Nice","General Fees"
"Options","CHF","","General Fees","Munich","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Munich","General Fees"
"Options","CHF","","Berlin Courses","Berlin","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Berlin Courses","","","","","Berlin","Berlin Courses"
"Options","CHF","","Berlin Accommodation","Berlin","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Berlin Accommodation","","","","","Berlin","Berlin Accommodation"
"Options","CHF","","Berlin Insurance","Berlin","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Berlin Insurance","","","","","Berlin","Berlin Insurance"
"Options","CHF","","Berlin Travel","Berlin","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Berlin Travel","","","","","Berlin","Berlin Travel"
"Options","CHF","","Berlin Other","Berlin","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Berlin Other","","","","","Berlin","Berlin Other"
"Options","CHF","","Cambridge Courses","Cambridge","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Cambridge Courses","","","","","Cambridge","Cambridge Courses"
"Options","CHF","","Cambridge Accommodation","Cambridge","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Cambridge Accommodation","","","","","Cambridge","Cambridge Accommodation"
"Options","CHF","","Cambridge Insurance","Cambridge","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Cambridge Insurance","","","","","Cambridge","Cambridge Insurance"
"Options","CHF","","Cambridge Travel","Cambridge","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Cambridge Travel","","","","","Cambridge","Cambridge Travel"
"Options","CHF","","Cambridge Other","Cambridge","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Cambridge Other","","","","","Cambridge","Cambridge Other"
"Options","CHF","","Cape Town Courses","Cape Town","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Cape Town Courses","","","","","Cape Town","Cape Town Courses"
"Options","CHF","","Cape Town Accommodation","Cape Town","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Cape Town Accommodation","","","","","Cape Town","Cape Town Accommodation"
"Options","CHF","","Cape Town Insurance","Cape Town","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Cape Town Insurance","","","","","Cape Town","Cape Town Insurance"
"Options","CHF","","Cape Town Travel","Cape Town","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Cape Town Travel","","","","","Cape Town","Cape Town Travel"
"Options","CHF","","Cape Town Other","Cape Town","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Cape Town Other","","","","","Cape Town","Cape Town Other"
"Options","CHF","","Clare College Courses","Clare College","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Clare College Courses","","","","","Clare College","Clare College Courses"
"Options","CHF","","Clare College Accommodation","Clare College","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Clare College Accommodation","","","","","Clare College","Clare College Accommodation"
"Options","CHF","","Washington D.C. Insurance","Washington D.C.","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Washington D.C. Insurance","","","","","Washington D.C.","Washington D.C. Insurance"
"Options","CHF","","Washington D.C. Travel","Washington D.C.","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Washington D.C. Travel","","","","","Washington D.C.","Washington D.C. Travel"
"Options","CHF","","Washington D.C. Other","Washington D.C.","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Washington D.C. Other","","","","","Washington D.C.","Washington D.C. Other"
"Options","CHF","","Barcelona Accommodation","Barcelona","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Barcelona Accommodation","","","","","Barcelona","Barcelona Accommodation"
"Options","CHF","","Auckland Accommodation","Auckland","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Auckland Accommodation","","","","","Auckland","Auckland Accommodation"
"Options","CHF","","Auckland Other","Auckland","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Auckland Other","","","","","Auckland","Auckland Other"
"Options","CHF","","Auckland Courses","Auckland","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Auckland Courses","","","","","Auckland","Auckland Courses"
"Options","CHF","","Auckland Insurance","Auckland","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Auckland Insurance","","","","","Auckland","Auckland Insurance"
"Options","CHF","","Auckland Travel","Auckland","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Auckland Travel","","","","","Auckland","Auckland Travel"
"Options","CHF","","Tokyo Course","Tokyo","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Tokyo Course","","","","","Tokyo","Tokyo Course"
"Options","CHF","","Bournemouth Travel","Bournemouth","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Bournemouth Travel","","","","","Bournemouth","Bournemouth Travel"
"Options","CHF","","Brighton Accommodation","Brighton","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Brighton Accommodation","","","","","Brighton","Brighton Accommodation"
"Options","CHF","","Brighton Insurance","Brighton","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Brighton Insurance","","","","","Brighton","Brighton Insurance"
"Options","CHF","","Brighton Travel","Brighton","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Brighton Travel","","","","","Brighton","Brighton Travel"
"Options","CHF","","Brighton Other","Brighton","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Brighton Other","","","","","Brighton","Brighton Other"
"Options","CHF","","Brighton Courses","Brighton","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Brighton Courses","","","","","Brighton","Brighton Courses"
"Options","CHF","","Barcelona Travel","Barcelona","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Barcelona Travel","","","","","Barcelona","Barcelona Travel"
"Options","CHF","","Barcelona Courses","Barcelona","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Barcelona Courses","","","","","Barcelona","Barcelona Courses"
"Options","CHF","","Barcelona Insurance","Barcelona","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Barcelona Insurance","","","","","Barcelona","Barcelona Insurance"
"Options","CHF","","Barcelona Other","Barcelona","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Barcelona Other","","","","","Barcelona","Barcelona Other"
"Options","CHF","","Rome Courses","Rome","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Rome Courses","","","","","Rome","Rome Courses"
"Options","CHF","","Rome Accommodation","Rome","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Rome Accommodation","","","","","Rome","Rome Accommodation"
"Options","CHF","","Rome Insurance","Rome","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Rome Insurance","","","","","Rome","Rome Insurance"
"Options","CHF","","Rome Travel","Rome","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Rome Travel","","","","","Rome","Rome Travel"
"Options","CHF","","Rome Other","Rome","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Rome Other","","","","","Rome","Rome Other"
"Options","CHF","","Seattle Courses","Seattle","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Seattle Courses","","","","","Seattle","Seattle Courses"
"Options","CHF","","Seattle Accommodation","Seattle","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Seattle Accommodation","","","","","Seattle","Seattle Accommodation"
"Options","CHF","","Clare College Travel","Clare College","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Clare College Travel","","","","","Clare College","Clare College Travel"
"Options","CHF","","Clare College Other","Clare College","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Clare College Other","","","","","Clare College","Clare College Other"
"Options","CHF","","Eastbourne Courses","Eastbourne","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Eastbourne Courses","","","","","Eastbourne","Eastbourne Courses"
"Options","CHF","","Eastbourne Accommodation","Eastbourne","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Eastbourne Accommodation","","","","","Eastbourne","Eastbourne Accommodation"
"Options","CHF","","Eastbourne Insurance","Eastbourne","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Eastbourne Insurance","","","","","Eastbourne","Eastbourne Insurance"
"Options","CHF","","Eastbourne Travel","Eastbourne","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Eastbourne Travel","","","","","Eastbourne","Eastbourne Travel"
"Options","CHF","","Eastbourne Other","Eastbourne","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Eastbourne Other","","","","","Eastbourne","Eastbourne Other"
"Options","CHF","","Madrid Courses","Madrid","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Madrid Courses","","","","","Madrid","Madrid Courses"
"Options","CHF","","Madrid Accommodation","Madrid","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Madrid Accommodation","","","","","Madrid","Madrid Accommodation"
"Options","CHF","","Madrid Insurance","Madrid","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Madrid Insurance","","","","","Madrid","Madrid Insurance"
"Options","CHF","","Madrid Travel","Madrid","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Madrid Travel","","","","","Madrid","Madrid Travel"
"Options","CHF","","Madrid Other","Madrid","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Madrid Other","","","","","Madrid","Madrid Other"
"Options","CHF","","Malaga Courses","Malaga","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Malaga Courses","","","","","Malaga","Malaga Courses"
"Options","CHF","","Clare College Insurance","Clare College","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Clare College Insurance","","","","","Clare College","Clare College Insurance"
"Options","CHF","","Malaga Accommodation","Malaga","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Malaga Accommodation","","","","","Malaga","Malaga Accommodation"
"Options","CHF","","Malaga Insurance","Malaga","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Malaga Insurance","","","","","Malaga","Malaga Insurance"
"Options","CHF","","Malaga Travel","Malaga","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Malaga Travel","","","","","Malaga","Malaga Travel"
"Options","CHF","","Malaga Other","Malaga","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Malaga Other","","","","","Malaga","Malaga Other"
"Options","CHF","","Manchester Courses","Manchester","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Manchester Courses","","","","","Manchester","Manchester Courses"
"Options","CHF","","Manchester Accommodation","Manchester","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Manchester Accommodation","","","","","Manchester","Manchester Accommodation"
"Options","CHF","","Manchester Insurance","Manchester","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Manchester Insurance","","","","","Manchester","Manchester Insurance"
"Options","CHF","","Manchester Travel","Manchester","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Manchester Travel","","","","","Manchester","Manchester Travel"
"Options","CHF","","Manchester Other","Manchester","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Manchester Other","","","","","Manchester","Manchester Other"
"Options","CHF","","Munich Courses","Munich","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Munich Courses","","","","","Munich","Munich Courses"
"Options","CHF","","Munich Accommodation","Munich","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Munich Accommodation","","","","","Munich","Munich Accommodation"
"Options","CHF","","Munich Insurance","Munich","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Munich Insurance","","","","","Munich","Munich Insurance"
"Options","CHF","","Munich Travel","Munich","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Munich Travel","","","","","Munich","Munich Travel"
"Options","CHF","","Munich Other","Munich","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Munich Other","","","","","Munich","Munich Other"
"Options","CHF","","New York Courses","New York","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","New York Courses","","","","","New York","New York Courses"
"Options","CHF","","New York Accommodation","New York","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","New York Accommodation","","","","","New York","New York Accommodation"
"Options","CHF","","New York insurance","New York","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","New York insurance","","","","","New York","New York insurance"
"Options","CHF","","New York Travel","New York","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","New York Travel","","","","","New York","New York Travel"
"Options","CHF","","New York Other","New York","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","New York Other","","","","","New York","New York Other"
"Options","CHF","","Seattle Insurance","Seattle","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Seattle Insurance","","","","","Seattle","Seattle Insurance"
"Options","CHF","","Seattle Travel","Seattle","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Seattle Travel","","","","","Seattle","Seattle Travel"
"Options","CHF","","Seattle Other","Seattle","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Seattle Other","","","","","Seattle","Seattle Other"
"Options","CHF","","Seoul Courses","Seoul","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Seoul Courses","","","","","Seoul","Seoul Courses"
"Options","CHF","","Seoul Accommodation","Seoul","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Seoul Accommodation","","","","","Seoul","Seoul Accommodation"
"Options","CHF","","Seoul Insurance","Seoul","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Seoul Insurance","","","","","Seoul","Seoul Insurance"
"Options","CHF","","Seoul Travel","Seoul","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Seoul Travel","","","","","Seoul","Seoul Travel"
"Options","CHF","","Seoul Other","Seoul","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Seoul Other","","","","","Seoul","Seoul Other"
"Options","CHF","","Shanghai Courses","Shanghai","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Shanghai Courses","","","","","Shanghai","Shanghai Courses"
"Options","CHF","","Shanghai Accommodation","Shanghai","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Shanghai Accommodation","","","","","Shanghai","Shanghai Accommodation"
"Options","CHF","","Shanghai Insurance","Shanghai","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Shanghai Insurance","","","","","Shanghai","Shanghai Insurance"
"Options","CHF","","Shanghai Travel","Shanghai","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Shanghai Travel","","","","","Shanghai","Shanghai Travel"
"Options","CHF","","Shanghai Other","Shanghai","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Shanghai Other","","","","","Shanghai","Shanghai Other"
"Options","CHF","","Sydney Courses","Sydney","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Sydney Courses","","","","","Sydney","Sydney Courses"
"Options","CHF","","Sydney Accommodation","Sydney","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Sydney Accommodation","","","","","Sydney","Sydney Accommodation"
"Options","CHF","","Sydney Insurance","Sydney","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Sydney Insurance","","","","","Sydney","Sydney Insurance"
"Options","CHF","","Sydney Travel","Sydney","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Sydney Travel","","","","","Sydney","Sydney Travel"
"Options","CHF","","Sydney Other","Sydney","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Sydney Other","","","","","Sydney","Sydney Other"
"Options","CHF","","Anvers Courses","Anvers","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Anvers Courses","","","","","Anvers","Anvers Courses"
"Options","CHF","","Anvers Accommodation","Anvers","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Anvers Accommodation","","","","","Anvers","Anvers Accommodation"
"Options","CHF","","Anvers Insurance","Anvers","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Anvers Insurance","","","","","Anvers","Anvers Insurance"
"Options","CHF","","Anvers Travel","Anvers","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Anvers Travel","","","","","Anvers","Anvers Travel"
"Options","CHF","","Anvers Other","Anvers","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Anvers Other","","","","","Anvers","Anvers Other"
"Options","CHF","","Toronto Courses","Toronto","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Toronto Courses","","","","","Toronto","Toronto Courses"
"Options","CHF","","Toronto Accommodation","Toronto","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Toronto Accommodation","","","","","Toronto","Toronto Accommodation"
"Options","CHF","","Toronto Insurance","Toronto","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Toronto Insurance","","","","","Toronto","Toronto Insurance"
"Options","CHF","","Toronto Travel","Toronto","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Toronto Travel","","","","","Toronto","Toronto Travel"
"Options","CHF","","Toronto Other","Toronto","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Toronto Other","","","","","Toronto","Toronto Other"
"Options","CHF","","Vancouver Courses","Vancouver","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Vancouver Courses","","","","","Vancouver","Vancouver Courses"
"Options","CHF","","Vancouver Accommodation","Vancouver","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","3.0","0.0","Vancouver Accommodation","","","","","Vancouver","Vancouver Accommodation"
"Options","CHF","","Vancouver Insurance","Vancouver","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Vancouver Insurance","","","","","Vancouver","Vancouver Insurance"
"Options","CHF","","Vancouver Travel","Vancouver","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","5.0","0.0","Vancouver Travel","","","","","Vancouver","Vancouver Travel"
"Options","CHF","","Vancouver Other","Vancouver","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","6.0","0.0","Vancouver Other","","","","","Vancouver","Vancouver Other"
"Options","CHF","","Nice Accommodation","Nice","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Nice Accommodation","","","","","Nice","Nice Accommodation"
"Options","CHF","","Nice Insurance","Nice","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","3.0","0.0","Nice Insurance","","","","","Nice","Nice Insurance"
"Options","CHF","","Nice Travel","Nice","false","true","false","1.0","0.0","99.0","","0.0","","Variable","2.0","4.0","0.0","Nice Travel","","","","","Nice","Nice Travel"
"Options","CHF","","Nice Courses","Nice","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Nice Courses","","","","","Nice","Nice Courses"
"Options","CHF","","Vancouver Island Accommodation","Vancouver Island","false","true","false","1.0","0.0","99.0","","1.0","","Variable","2.0","2.0","0.0","Vancouver Island Accommodation","","","","","Vancouver Island","Vancouver Island Accommodation"
"Options","CHF","","General Fees","Miami","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Miami","General Fees"
"Options","CHF","","General Fees","Cape Town","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Cape Town","General Fees"
"Options","CHF","","General Fees","London","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","London","General Fees"
"Options","CHF","","General Fees","Barcelona","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Barcelona","General Fees"
"Options","CHF","","General Fees","Paris","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Paris","General Fees"
"Options","CHF","","General Fees","Cambridge","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Cambridge","General Fees"
"Options","CHF","","General Fees","Washington D.C.","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Washington D.C.","General Fees"
"Options","CHF","","General Fees","Rome","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Rome","General Fees"
"Options","CHF","","General Fees","Brisbane","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Brisbane","General Fees"
"Options","CHF","","General Fees","Bournemouth","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Bournemouth","General Fees"
"Options","CHF","","General Fees","Vught","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Vught","General Fees"
"Options","CHF","","General Fees","Sydney","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Sydney","General Fees"
"Options","CHF","","General Fees","Malta St. Julian's","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Malta St. Julian's","General Fees"
"Options","CHF","","General Fees","Perth","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Perth","General Fees"
"Options","CHF","","General Fees","Honolulu","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Honolulu","General Fees"
"Options","CHF","","General Fees","New York","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","New York","General Fees"
"Options","CHF","","General Fees","Santa Barbara","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","7.0","0.0","General Fees","","","","","Santa Barbara","General Fees"
"Options","CHF","","General Fees","Tokyo","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Tokyo","General Fees"
"Options","CHF","","General Fees","Seoul","false","true","false","1.0","0.0","99.0","","0.0","","Fixed","2.0","6.0","0.0","General Fees","","","","","Seoul","General Fees"
"Options","CHF","","Vancouver Island Courses","Vancouver Island","false","true","false","1.0","0.0","1.0","","0.0","","Variable","2.0","1.0","0.0","Vancouver Island Courses","","","","","Vancouver Island","Vancouver Island Courses"
